title,rating,travelDate,publishedDate,text
Best service,5,2023-12,01-02-2024,"So the last time when we stayed in Taj krishna it was an amazing experience, starting from reception then room , housekeeping everyone was so excellent and professional. everything was done on time ,when we reached to the hotel our rooms were ready then after sometime Mr. Ajay also came to our room to check whether we are comfortable or not ,and trust me this was first time ever when someone has come to check whether we are comfortable.i would like to mention some name who impressed us with there exceptional services Saurav,tania ,yamini, Ajay and Swathi . truly one of the best employees and services."
Feedback for stay,5,2024-02,01-02-2024,"It’s always a memorable experience for me staying in taj ,lovely people with so much of energy and always keep a smile that make my day . 
Service is commendable , you ask for anything  it’s always there .  
Special thanks to ! These people 
Fahad,Pathak,Karim"
Wonderful relaxing hotel in the middle of Hyderabad,4,2024-01,31-01-2024,"Wonderful hotel with lovely garden area and pool. An oasis of calm in the middle of Hyderabad. Staff were friendly and helpful, especially Yasimi. She is a problem solver and always pleasant. Great food and excellent choice at the buffet. We were honoured to be invited to be part of the flag raising ceremony for Republish Day. Thank you.
 
My only niggle is the pigeons hanging around the outdoor restaurant. They are always ready to dive onto a table and when no one is seated they walk all round the tables/plates and the staff store station. Twice they dropped poo near us. They management need to be move active in getting rid of them or get some dummy hawks in place."
Taj krishna Reveiw,5,2023-12,30-01-2024,Excellent service and great place to be!The rooms were spacious and the service was top notch.The pool was very well maintained.Food was excellent.Even though the property is slightly old its well maintained and gives amazing access to any part of the city.
Great hospitality,5,2024-01,30-01-2024,"Had a fabulous time at Taj Krishna , visited on work trip and experienced excellent hospitality and comfortable stay. Dominic at the Encounter restaurant does a commendable job, always smiling and very welcoming. 
Thanks for a lovely stay"
Excellent,5,2024-01,30-01-2024,I would like to appreciate Deepa. She is very hard working.  Always keep smiling. She is calm person. She served me very well. Deepa is approachable. I would like to thank Deepa for serving me. Best hospitality given by her. Thank you once again.
Hotel,5,2023-12,30-01-2024,It was my parents anniversary and thought of planning lunch at Taj Krishna for their 25th anniversary which would be memorable for them. We had our lunch there . The food was really delicious and would like to visit again. The receptionist Yamini helped me with escort and suggested best dishes to try out. Thank you Yamini.
Excellent hotel,5,2024-01,30-01-2024,Its a fantastic day in taj Krishna where people and their services are very good its my business trip i had stayed in 628 room view was excellent and from reception Ms.yamini had given me nice room and explained everything about hotel i highly recommend this hotel
Thank you,5,2024-01,30-01-2024,Its a wonderful day in taj Krishna where I felt very special in their services ❣️ thankyou so much for everything and everyone did their best for us I want to thank yamini specially where she make my kid happy with chocolates and Ajay from house keeping too he is very genuine with his work helped us lot
Wonderful hospitality.,5,2024-01,30-01-2024,"Amazing Hotel in a convenient location. The services and facilities offered by krishna was top notch. What stood out the most was the courteous and friendly staff. Shout out to all of them at the Reception, Bell desk, Housekeeping and Restaurant for making our time at Krishna Memorable. Mr Sourav, Ms Swati, Ms Tania, Mr Ajay, Mr Domic , Mr Tomar were few among them. 
Would definitely recommend the Taj Krishna, thank again to the wonderful staff and management for a wonderful stay!"
Great experience with Mr. Karim Sir,5,2024-01,29-01-2024,"It was a very great experience with staff Mr. Karim Sir 
He is very approachable 
His service is excellent 
Food is very good 
Whatever we wants they have provided us 
Customer Service is very good here
It’s a very nice hotel
Rooms are very good

I am from Vistara Ms. Riddhi Shailesh Kahar

Thank you"
120,5,2024-01,29-01-2024,"Mr. Karim and Ms. Lalmi are exceptional with their services and very kind, sweet with their words and with everyone! They're very approachable, made our stay very comfortable . Would love to visit again and meet them again here. Taj is definitely reknow for its exceptional customer service"
Very nice staff and services.Always smiling and greeting everyone.staff makes sure that everyone is at their comfort.,5,2024-01,29-01-2024,Zarina Nandu sir Ajay sir Saroj I stayed at Taj Krishna on 29/01/2024 they are very good at their service whatsoever I needed they were on their toes.they are always smiling and I am very great full to stay at taj Krishna as they have amazing staff.I would like to give special thanks to Zarina as I was not well and she was there arranging all things in my room for me.
The True Taj Experience,5,2024-01,28-01-2024,living upto the true Taj experience… great rooms and mouth watering food… hospitality at its best..  from the time you enter to the room it is a great feeling … good for a leisure as well as business travel… was given a free upgrade in the room with a garden view …
"Wonderful Hospitality , Wonderful staff.",5,2024-01,28-01-2024,"We had our best time in Taj Krishna as always. The hotel is known for its excellent hospitality and is located in a prime location, with shopping malls, movies theatres and other attractions near by. We were warmly welcomed  by the friendly staffs at the reception . The rooms were well clean and maintained. The staff we came across were very friendly and warm. Our special mention to Sourav ,Tania and Pranit at the reception , Neel and Ajay of Housekeeping and Mr Jitesh from room dining for going just that little step extra for making for stay the most comfortable one. Would definetely recommend this hotel to everybody! 

Looking forward for many more wonderful experiences in the future."
Great food and staff,5,2024-01,27-01-2024,"Amazing food n service by team 

Fazal was great , had great time and food outstanding. 

Chef Jahangir
Gani service
Chef Somya

Very hospital staff and always completely satisfied with food. 
Amazing ambience 
Will visit again for food and hospitality"
Amazing experience,5,2024-01,24-01-2024,"It was a great experience and kudos to the housekeeping team (Suraj,Nandu ,Ajay) for taking care of us during our stay and mainly Suraj Sir is really sweet and hardworking person.Such staffs are an asset to the company.I really cherish everything I experienced here .We checked in very late but still all the services were upto the mark.Thank you so much all the team of Taj Krishna for giving us such comfortable and memorable stay ."
Exceeded our expectations.,5,2024-01,24-01-2024,"Amazing service from the staff. Best I have experienced. So kind and welcoming. Very bright and smart. Very accommodating and exceeding our requests and expectations. 
Delicious food and bufet. Fresh and so many options. 
Absolutely loved our stay at the Taj Krishna."
Mesmerising Stay,5,2024-01,23-01-2024,"It’s always and always a pleasure visiting Taj Krishna. The staff is phenomenal and Professional, Always takes good care of their customers starting from Airport pickup till the time of checkout.
I want to appreciate Mr. Pathak who was there for the service and took amazing care of us during buffet.
Keep up the amazing work.
Thank You."
Amazing ! Amazing ! Amazing!,4,2024-01,23-01-2024,"It is a lovely experience. Taj Hyderabad was the greatest since it was my first time visiting the Taj itself. It's a big room. From the cuisine to the bed, it's quite cosy and the food was really delicious and had lots of variation. And Thank you Ajay for the sweet surprise!"
Awesome Experience.,4,2024-01,23-01-2024,"The hotel is really nice and luxurious, they provide every little things in the room that's needed.  The services are excellent and workers are very respectful and humble. 
Overall great experience from Taj Krishna Hyderabad.  Shout out to the wonderful team here. Mr Ajay was very kind and took good care of us during our stay. Mr Jitesh from the room dining was amazing. Kudos to Housekeeping team Swati, Nandu and Acharya. Love to visit the hotel again."
Excellent,4,2024-01,22-01-2024,Mr pathak from dining area is so sweet and the whole team of taj Krishna are very sweet and helpful its was a great stay here every time i visit taj Krishna the staff makes us feel very comfortable and the chocolate waffles and always so tasty always reminds me of the waffles i had in london thank you for that nostalgic moment
Firdaus is a great Choice for Indian cuisine!! Excellent Staff!! Chef Jahangir is amazing!!,5,2024-01,19-01-2024,"We had family dinner at Firdaus at Taj Krishna. It was an excellent choice. The restaurant has everything to freshen up your mood for an Indian Family Dinning. Special thanks to these 3 people.
Chef Jahangir
Chef Sandeep
Mr.GL Reddy service
Great food. Great Taste. Great and humble Staff!! 
Thank you very much!!"
Amazing staff and excellent services,5,2024-01,18-01-2024,"Enjoyed my 02 nights at Taj Krishna, The Stay was Amazing and we enjoyed it thoroughly from the welcome at the lobby, the rooms and the food at restaurants . The best part about our stay was the Courtois staff we came across specially the housekeeping team. Mr Ajay and his team was very friendly. Thanks to Mr Sachin, Ms Devi and Mr Raju from housekeeping. We loved our stay and waiting for many more in the future ."
Exceptional hospitality,5,2023-12,18-01-2024,"Our stay at Krishna was truly one of the best experiences we've had recently. The hotel's wonderful ambience and the friendly staff contributed to an amazing overall stay. From the delectable food to the comfortable rooms and prompt services, every aspect was not only promising but exceeded our expectations. The entire team, with a special shoutout to the exceptional housekeeping staff, made our time here extraordinary. Mr. Ajay, the floor manager, along with his team members Sachin, Saroj, and Zarina, showcased exceptional kindness and took excellent care of us throughout our stay. We had a great time, and the memories created will be cherished forever."
A DAY IN TAJ KRISHNA,5,2024-01,18-01-2024,"I would like to present my gratitude to the THE TAJ KRISHNA  and specially the staff of THE TAJ KRISHNA.....honestly it was one of the best stay here.
I came here for my formal stay and honestly i became the fan of the services here.
The staff is very approachable and also on their toes always.
Everything was on time and i am very happy with my stay here and will recommend my friends and relatives for it as well.
Thank you so much once again."
Great staff.,5,2024-01,17-01-2024,"It was an amazing stay. The staff is very humble and approachable. The house keeping team was very helpful especially Mr. Sachin, Ms. Saroj, Ms. Zarina and Mr. Ajay. Special thanks to Mr. Ajay. Thank you all for a wonderful experience. Good customer service."
Wow experience by Ms.yamini,5,2024-01,17-01-2024,It's a wow stay with Taj Krishna and wonderful experience ❤️❤️ I had been here for a family trip for 2days only but yamini made our stay so beautiful we had checked in late night but she assited us very well and taken care of our kids very much thank you so much for this hospitality yamini really appreciated
The Best staff ever,5,2024-01,17-01-2024,The f&B staff Pathak was really nice he is so respectful and humble and he is doing justice to his work. I always visit Taj krishna for layover and he did stand out everytime.Keep up the good work Mr. Pathak keeping smiling and spread the good work.
Loved the Stay.,5,2024-01,16-01-2024,"I really liked the Ambiance here staff are  good and friendly, loved the traditional welcome with the mala and aarati.  The room was spacious and well maintained.  Mr Hair and Mr jitesh from the in room dining were amazing. We loved the the rooms and the housekeeping staff were polite. Mr Neel, Ajay and Acharya were cortious  and very helpful. Love to be here again in the future. Loved the stay as always."
Value for Money,5,2024-01,15-01-2024,"The property although old, is so beautifully maintained and filled with the most friendly faces eagerly waiting to help and cater to you.

From the check-in, every aspect of my short stay was absolutely perfect. Special thanks to Manoj from the front office team for the room upgrade and for making my check-in and check-out process to smooth and hassle free.

Breakfast is slightly limited in terms of variety but everything tasted great. Unfortunately my trip was very short and I didn't get to try the other restaurants."
Good star property,4,2024-01,15-01-2024,"Good property located in Banjara Hills road no 1, just opposite to city centre mall and walkable distance from GVK1 mall. Warm reception was provided to all the guest. Rooms are spacious with all amenities. Restaurant is congested due to space constraints. Breakfast buffet spread is good. Dinner buffet spread is also good, but not worth for the charges of 3000 rupees including GST. Function hall is available in the ground floor and the sound is a disturbance to the guest staying in rooms. Not worth for spending 15000+ rupees for a night stay and dinner though facilities the are good."
Customer service was amazing,5,2024-01,14-01-2024,Amazing experience.. Food was delicious.. Pathak sir were really helpful and took good care of us during lunch and dinner time. Thank you for such an amazing experience. Everything was really good. Will visit again for sure. Whatever we asked was given on time. Nice customer service.
Amazing,5,2024-01,13-01-2024,"Stay was really comfortable really mentioned few names Megha , Ritu and Mohith they really took care of us like our family definitely come back again.Amazing hospitality and everything went very smoothly,will be back soon for sure. Thank you"
Enjoyed every bit of our stay here!,5,2024-01,13-01-2024,Very very warm and peaceful stay. Loved the property. Saurav Pandey welcomed us with a big smile. Everything was so perfect. Totally enjoyed our stay. Taj is the best always!!!! We would definitely come back again. Very  courteous staff. Thank you !!
Best in town,5,2024-01,13-01-2024,"Taj Krishna is one of the amazing experiences we ever had. The service , the food, the pool, the hot water jacuzzi is the best in the city. There are amazing hosts starting from Tania, Mamta, Renu, Manoj, Sourav and Pranith from the reception to the service boys. It is worth a second trip and all kudos to Taj group for the amazing hospitality."
Good memory,5,2024-01,13-01-2024,"Staff were so polite and curtious.
Good experience, will recommend for pleasant stay. Especially Tanya and Mamata received very well and clarified our queries patiently. Stayed here for business trips, first time with family."
Lovely hotel and staff,5,2024-01,13-01-2024,"Wonderful hotel and staff. We had a great stay! The rooms were comfortable and the staff was very sweet and attentive. We only had a short stay of one night, but the lobby is very beautiful. Mohith and Mamta and Tania were all very helpful and ensured we had a great stay. Thank you!"
Service👍👍👍👍,4,2024-01,13-01-2024,"Fabulous service by Mohit,mamta and megha, need a bit of renovation, but apart from that excellent hotel, would recommend to a friend , from starting to finish everything was good, food was amazing, good location. Will visit again 😄😄😄😄. "
Excellent Staff behavior,5,2023-11,13-01-2024,"First of all the property was mesmerizing. I was welcomed with a smooth check in process. My stay was enjoyable and I wish to enjoy this experience again in the coming months.
Thank you Megha Mondal for making sure my stay was a enjoyable one and giving me an insight on the city to explore and once again for the smooth checkin process. Also thank you Mohit for providing me a great hospitality experience during my stay"
Feedback,5,2024-01,13-01-2024,"Mr. pathak was very kind and helpful , have an amazing time in the hotel as well..............credit goes to all the staff of the hotel including housekeeping , guest service and all , would love to visit again in these hotel ...............!"
Great experience,5,2024-01,13-01-2024,"The customer service provided here is amazing. Pathak, manish and prakash sir took care of us. They were always there to assist us. The ambience of the hotel is just so amazing. The corn fritters here taste so amazing. ...................."
Amazing experience,5,2024-01,13-01-2024,"So good to have this amazing experience specially Manisha, pathak and Prakash manager are so polite and so dedicated towards their work. They are ensuring that every customer is having good experience with the food and with their services. Thank you everyone for this experience....."
Beautiful property ,5,2024-01,12-01-2024,"Wonderful property beautiful garden, jacuzzi makes you feel like another welcome and Hyderabad no word culture is top most markets street in love thank you Tania for such wonderful suggestions for shopping and thanks Mohit for smooth checkout."
Awsome experience at Taj Krishna.,5,2024-01,12-01-2024,"I enjoyed the trip and stay at Taj Krishna.
The breakfast was too yummy and Mr. Ghanshyam and Imtyaz assisted us all of the days for having such a wonderful breakfast.
Both were very polite and helpful.

Thank you for such a pleasant journey."
Great Experience,5,2024-01,11-01-2024,"Amazing service and hospitality by Tania, Renu, Manoj and Sourav at Taj Krishna. They all made sure our stay was comfortable.

One feedback would be to have hair dryers replaced in the bathrooms. They seemed very old and sub standard quality, almost burned my hair."
Really appreciate Golden dragon food it was delicious love staying in 7th antique room with hussian Sagar view thank to,5,2024-01,11-01-2024,Really appreciate Golden dragon food it was delicious love staying in 7th antique room with hussian Sagar view thank to Mohith and Megha for make my stay more comfortable will come back on March again thank taj Krishna Hyderabad make us feel comfortable
One of the best hotel in Hyderabad,5,2023-12,11-01-2024,f you want to see the old charm you should definitely visit Taj Krishna Hyderabad special 7 floor love the hotel very much and lounge view just awesome and Firdous restaurant just proper Indian food during checking time Megha gives tour of hotel her attitude and smile really fit in her position and Mohith help us in check out time because we were getting late he just smoothly take my check out within 2-3 min one more name from housekeeping i forgot his name he was really outstanding thank to all the staff in hotel.
Unparalleled hospitality.,5,2024-01,11-01-2024,"I thoroughly enjoyed our two-night stay at Taj Krishna. The experience was as wonderful as always, with unmatched Taj hospitality and utmost care throughout our stay. The food and ambiance at the Encounter restaurant's open-space dining were amazing. Special thanks to our housekeeping team Ajay, Saroj, and Zarina for their exceptional care and attention. We loved the overall experience and look forward to visiting again."
Loved the hospitality,5,2024-01,11-01-2024,"Amazing hospitality, loved the ambience and services . The food, Rooms, Swimming pool and all the other facilities of this hotel is top notch . Kudos to the In Room dining and housekeeping team of the hotel were amazing. Mr Jitesh and Mukram were amazing Mr Ajay, Saroj and Zarin were very friendly and courteous. Taj krishna is highly recommended ."
Amazing stay,4,2024-01,10-01-2024,"The experience was great
The breakfast was amazing and loved the service
Ritu and Sourav assisted us at check in, greatly appreciated. Hope to come back soon for a longer stay as I loved the rooms and the poolside view. The in room dining was great too"
Awesome Ambience and Friendly staff,5,2024-01,10-01-2024,"The ambience is awesome. The hotel staff are bery friendly. Special mention of the hotel staff (Ms Tania, Ms Ritu parna, Ms Mamta, Mr Manoj & Mr Sourav). The food is the best in hyderabad. The hotel is in the heart of the city and also has a beautiful garden."
Wonderful Stay,5,2024-01,10-01-2024,"Stayed at Taj Krishna for business purposes.

Wonderful hotel and amazing staff who helped me with my last minute requests.

Special thanks to the front desk team as well for making the entire process of checkin and checkout seemless.

I definitely recommend Taj Krishna."
Good,5,2024-01,08-01-2024,"Had an amazing stay at tqj krishna 
Mr sourav and ms rituparna at reception were very friendly and welcome inh will surely come again to taj to injoy such a great hospitality and to see such s beautiful place"
Family stay,4,2024-01,08-01-2024,"Overall experience is good..Ambience, staff especially Saurav, mamta Rituparna ..
One suggestion is they change the carpets at the entrance as it gives a creepy feeling in this beautiful atmosphere here."
Memorable experience at Hyderabad wow Taj ,5,2024-01,08-01-2024,"We had a dinner  that was memorable for me and my friends  because  staff they all are familiar behaviors of helping  one staff member. I know  Sk Karim, he is a very genius man he is making memorable evening's I am highly recommended   India restaurants "
Best hotel in Hyderabad ,5,2023-12,08-01-2024,"Amazing hospitality as always. Felt like home. It’s like one truly doesn’t need to worry when it’s “TAJ HOTELS”…. M/s. Megha,Mamta and Mohith at the front desk (Reception) was really very sweet. She briefed us very well & was very helpful. Thank you once again Taj Hotels for making my “Anniversary” so special & memorable. Looking forward to celebrate such more special occasions with Taj. Thank You Dil Se.."
Excellent ,5,2024-01,08-01-2024,"Food was excellent and staff very friendly 
Chef Jhangair Kahn 
Chef layma reddy 
Took good care of us 
The music also gave the whole experience a very nice atmosphere 
Will definitely visit again as it was an awesome experience "
Superb service,5,2024-01,08-01-2024,Decent spread and tasty food. Do ask for live counter options. S K Karim is just amazingly customer-centric. Ensure to ask for him anytime you visit Encounters in Taj Krishna (Banjara Hills). He goes over and above to create customer delight.
Good service ,5,2024-01,08-01-2024,"We had great experience, very friendly especially Megha, Yamini,  mamta and Mohith from reception they help us alot thank u taj Krishna  .
Food was delicious in encounter will come back sure 
Love from menka "
majestic feel,5,2024-01,08-01-2024,"Had a very pleasant stay. beautiful property with excellent housekeeping.
situated in the very heart of the city of Hyderabad. one can feel rich Tajness 
in the whole property. one should never miss morning buffet breakfast."
Thankyou Megha,5,2024-01,07-01-2024,"I really enjoyed the pumpkin soup I really appreciate front office Megha, Mamta, Mohith, Ritu , Vincent they are really take care of my self room service. I want to come back with my wife soon . Housekeeping was good "
Best hotel in hyderabad,5,2024-01,07-01-2024,Just for one day very short stay but memorable starting from welcoming to escorting Megha helps alot she send chocolate for kid's she was so friendly with my kid's really appreciate her. Mohith help us during checking time and check out time it's was so smooth really like the service even the encounter food really delicious overall good experience
Memorable stay !,5,2024-01,07-01-2024,"Ajay from the house keeping team is very generous and hospitable he makes sure that every guest has a comfortable stay.
It is very hard to find people who actually take care of your during your stay and make it memorable. 
I might forget my stay in taj Krishna but I ll never forget the hospitality which I have experienced.
Thanks Ajay 
Keep up the good work.
"
"Ajay Krishna, best staff from taj krishna hyderbad!",5,2024-01,07-01-2024,"Wonderful stay at this wonderful property and a pleasure to meet this wonderful soul Ajay Krishna, the floor manager of first floor. He’s the most generous staff taj has ever received. Very helpful and lively. "
Thanks Taj Krishna ,5,2023-12,07-01-2024,Thank you for the mind blowing stay special thanks to Dm Renu and Manoj from reception for giving such nice room thanks Tania for welcoming us with tulsi Mala and excellent service by Yamni for giving us hotel tour coming back soon
Experience at TAJ ,5,2024-01,06-01-2024,"I’ve been here earlier as well through my airline but to be very honest this is a first time I’ve come across with such a good people like MR.Ajay for the wonderful hospitality,MR.Jitesh and aviyash for getting testiest chocolates ever ,MR.Neel,Saroj ,Nandu for taking care of our room , asking us on time whether we need something or not . I mean seriously we being a crew i use to feel thet hotels don’t give such value however they’ve changed my mindset completely. Mr.Ajay and Saroj had even taken efforts to fine my too tiny earbuds . Which makes me feel so special.Cudoos to the entire team and Ajay for wonderful work , and hoping to see them again .and one more thing I want to mention that there was a manager in the restaurant who was very good loved his services but forgot his name I wish that even he should be given credit of this .Thank you so much TAJ ….."
Whaaa Taj!! ,5,2024-01,06-01-2024,"The overall experience was amazing. The staff and food was very good. Best thing ever happen. Ajay and his team came and check with us that we need anything or not. That's first time happen to me felt so special, so many times I went to TAJ property, but this TAJ KRISHNA is SPACIOUS for me. Also the room is very clean and tidy.  The homemade chocolate was very yummy and thanks to Mr Jitesh & Aviyash. The housekeeping team of Mr Neel , Nandu, Saroj , Acharya and Zarin were amazing and courteous. "
Excellent service,5,2024-01,06-01-2024,"We were visiting Hyderabad to be with family and also visit some places near Hyderabad. We were in India for little over two weeks. We made Taj our base and checked in and out as needed. The hotel was very helpful in allowing us to leave our luggage there and travel lightly when visiting outside Hyderabad. The hotel staff were amazing, very helpful and courteous. A couple of names stand out with their services. Megha and Mohit in the checking/welcome area.They made our stay a pleasure. Overall an excellent hotel and to match it greater service. The service makes the stay much better."
Amazing service,5,2024-01,06-01-2024,Amazing handling of the check in and the hotel staff ensured that my request for a special occasion celebration has been made extra special due to the arrangements made before hand and the hotel staff ensured that I would get an early check in. Will visit here every year just for the service 
Excellent ,5,2024-01,06-01-2024," It's a very special experience with taj krishna,  staff was very obedient and polite.in my stay every single situation is solved and treated very well with Good hospitality  I want to thank to Yamini,Tania,saurav&Manoj in front desk they impressed me with their services "
Delightful services,5,2024-01,06-01-2024,"Excellent services by Taj Krishna.
V friendly staff - Harshada and Tania were v helpful.
Sushant took care of our needs during breakfast and dinner.
The entire staff and team Taj provided excellent services."
Awesome ,5,2023-12,06-01-2024,It was a wonderful and delightfull experience with Taj Krishna Yamini&Tania from front desk are excellent in their services I had celebrated my wife's birthday over here and hosted a event with my coleques every thing went very well
Awesome ,5,2024-01,06-01-2024,It's a wonderful experience in Taj krishna at receiving yamini& tamia have given  best from their side nd manoj from reception helped us more in tuff times in our entire stay special thanks with warm regards nd excellent hospitality by tah Krishna. It was my wonderful experience with these team members 
Good hospitality,5,2024-01,06-01-2024,Excellent service with good and more patient with the staff especially Ms. Yamini reapondese with innwdiate effect to solve the issue including hospitality with immediate response and punctual room service with superb ambience 
Felt very special :] ,4,2023-12,05-01-2024,"I am deducting 1 point as my room was not renovated, I was staying in 3rd floor,lot of noise in that floors, maybe few events was going on but Tania, Manoj, Mohith made sure that our stay was impeccable. shout out to Tehseen great person, very friendly, loves to stay here again. "
Highly Recommended.,5,2024-01,05-01-2024,"We thoroughly enjoyed our layover at Taj Krishna Hyderabad. The hospitality was outstanding, and we appreciated the delicious spread at Encounters restaurant. The well-maintained rooms, comfortable bed, and the friendly housekeeping staff, especially Mr. Nandu, Ajay, Sachin, Zarin, and Saroj—made our stay memorable. Special thanks to Mukram and Aviyash from room dining. Overall, we highly recommend Taj Krishna for a fantastic experience."
My son birthday celebration ,4,2024-01,05-01-2024,"I stayed at this awesome hotel, and it was incredible! The place looks super fancy and comfy inside. The food was so good, like a tasty adventure with every meal. And the people working there? Really nice and helpful. I totally recommend this hotel for a great time! Just love the hospitality of taj krishna celebrate my son birthday 🎂 there on January 1"
TAJ Services and the Manager Mr. Ajay.,5,2024-01,04-01-2024,"I was very overwhelmed with the services provided by your Manager Mr. Ajay 
He is Very professional, well behaved,
Prompt services, And very approachable. The way he talks is really very nice and professional. I hope and wish that Mr. Ajay’s sincerity and work ethics takes him to the greater height in his future. 
Keep up the good work and keep shining!
Always a pleasure to stay in TAJ. 

With all my gratitude and Regards,
SHIVRAJ JADHAV.
"
Kudos to Mr.Ajay for Amazing Hospitality 😍,5,2024-01,04-01-2024,"Hi Team, I would love to share my gratitude to Mr.Ajay he is such a nice person and very customer centric. I would love to come to this property again and again. Once again thank you so much for the wonderful hospitality. "
Five Star - Services and Courtious Staff.,5,2024-01,04-01-2024,"Outstanding service and amazing staff. From arrival to deprature, we had our best tike at Krishna Hyderabad. Loved the food, Restaurnat & Room dining both. The pool was beautiful with the jacuzzi. The Courtious staff here makes the hotel diffrent from other hotels. Everyone we cane across was very professional and took good care of us. Especially Ajay for helping us customize a city tour thanks for all jis efforts and help. Also the recption team, they all were very warm and welcoming, Thanks to Vincent and Pranit. And the Housekeepig team!! Neel, Sachin, Venkat and Santosh, thanks to them for all specail care we recived. Thanks Aviyash and Mukaram at the room dining for all the delicious food served with a smile. Overall , we had our best time at Krishna and is recommened to all."
perfectly customer centric  employees!,4,2024-01,04-01-2024,"The hotel property is 👏 amazing....with a very very friendly staff! The services they give and their behaviour towards their guest is actually a symbol of humanity!! Special thanks to Mr . Sachin , Mr Mukesh and Ms. Devi (housekeeping staff)  were very generous and speedy with their work. Also thanking Mr Nandu and Mr ajay."
Sumptuous Lunch at Firdaus ,5,2024-01,03-01-2024,"We had lunch on the 1st Jan at Firdaus 
to celebrate two birthdays of my Mom and Aunt. We were 8 of us
It was the most delicious lunch. Chef Jahangir and Team took care of us and we had the best time. 
I would like to appreciate the entire team at Firdaus
Chef jahangir khan
Chef Raman
Chef Somya
Mr. Manas manager

Thanks again for a memorable time! It was outstanding "
Amazing Experience! ,5,2024-01,03-01-2024,"Amazing stay! Amazing staff. Our stay at krishna was the best. Breakfast at e counters was good and we loved the spread. Up keep of the rooms are top notch and neat.  Housekeeping team was outstanding . Mr Sachin, Ms Zarina Mr Sonal and Mr Kelvin were very helpful. Mr Murray was very kind from the in room dining. Special Shout out to Mr Ajay for ensuring we had a good time at Krishna. "
Service department ,5,2024-01,02-01-2024,"I was having lunch and also dinner with my crew, I have been served everything whatever I have been asked for. 

Mr karim has done the exception customer service...

Keep going sir

The way all the staff treats the customers is really amazing. 

That's why it is called Taj💫"
Comfortable stay,5,2024-01,02-01-2024,"It has always been an amazing experience with Taj Krishna. The staff over here are really warm and welcoming. They just anticipate the needs of their guests making the stay more comfortable. 
I would like to really appreciated one of the staff from their restaurant - Mr.Karim. He could make out from my face that I had a really bad cold and was not feeling good. He himself checked upon me. He got me a cup of piping hot ginger tea as it was much needed before I could doze off. Thank you so much Mr.Karim for taking good card of me."
Luxurious Atmosphere and  Outstanding Staff.,5,2024-01,02-01-2024,"We had an exceptional experience at Taj Krishna, Hyderabad. Staying in Krishna's luxurious atmosphere is always a pleasure. The staff is commendable, exemplifying excellent training and a genuine commitment to resident care. Special thanks to Avyash, Anandita, Neel, Ajay, Acharya, Ravi, and others for their outstanding service. The cozy pool and unique Jacuzzis set the hotel apart. The mouthwatering food spread at the restaurants is a delightful indulgence that easily makes you forget about your diet. Our time at Taj Krishna was truly memorable"
Excellent service ,5,2023-12,02-01-2024,Excellent service by Taj I am completely impressed with the hospitality of Taj staff especially I want to thank to Yamini  at front reception she made my wife's birthday celebration in a memorable way and super TQ so much yamini for ur effort 
Feedback for employees ,5,2024-01,02-01-2024,"Karim, Pathak and many other employees that I have been seeing from so many years have been going a amazing job. 
All of them are so caring. Looking forward for them get promoted to senior positions. We see new people coming in senior positions and rest of the employees are at the same from 2-3 years. "
Best hotels of Hyderabad.,5,2024-01,01-01-2024,Special shoutout to Mr Ajay Krishna for taking good care of the customers and also very helpful and supportive staff. One of the best floor managers. Than you Taj Krishna for taking care of all our needs.
Great ambiance with great hospitality and great employees ,5,2024-01,01-01-2024,"Really appreciate Mr.Karim's hard work and dedication towards his work. From the time we enter Coffee shop encounter he was right their welcoming us and assisting us in everything, not only him but the whole team working in coffee shop encounter was very welcoming, helpful and professional at their work."
My experience was osm here good job done by uh n ur team once again thankyou so much,5,2024-01,01-01-2024,Amazing service staffs are really very kind polite the welcome was done amazingly the room service are also excellent and the was tooo yumm thankyou for the great service and wish uh n your team a very happy new year have the best one. 
Paradise in Hyderabad. ,5,2024-01,01-01-2024,"We had our good time at Krishna in Hyderabad . We ended up 2023 at Krishna, We enjoyed it.  We loved how the hotel was decorated for Christmas and New year, it looked so luxurious and we really loved the ambience. I loved the grilled chicken served at the room.  Thanks to Mr Mukram and Amit for their excellent service. The rooms were well maintained and cleaned thoroughly. The Housekeeping team of Mr Ajay did a splendid job ensuring a fantastic stay for us. Mr Acharya and Nandu were very kind and ensured we had a comfortable stay. The food was amazing I loved the spreads.  We would love to come back again and spent more time in this paradise. "
Happy New Year ! ,5,2024-01,01-01-2024,"We had our best time at Krishna , We Celebetared our New Year here at Krishna. We loved it , and enjoyed it to tye fullest . Thanks to the amazing management and Staff for taking good care of us. Mr Ajay the Mr Neel pampared us through out the stay . Mr Mukram and Mr Amit the in room dining team was always very courtious, Mr Nandu and Mr Acharya the houskeepers were warm  and friendly. We truely had a great time and enjoyed all the faclities here. Krishna is one of the best in Hyderabad or ill say the only best in Hyderabad. Thanks or hosting us, 

See you soon 
Regards
Jungki "
Kudos to Mr. Ajay,5,2023-12,31-12-2023,"Dear Team, 
This is an appreciation post for Mr. Ajay at Taj Krishna. He is very kind and true to his work kind of a person. He is helpful and very approachable. He was the one who kept a check on me and made sure that my stay was splendid throughout.
Kudos to such a Charming and chivalrous person.
Thanks & Regards,
Deepika Chandane."
