title,rating,travelDate,publishedDate,text
Republic of noodels,5,2024-02,06-02-2024,Food & service was excellent very good and the republic of nodels great i will visit again the good service by Mr aravind and kaja and manager dibya Jothi and habbib and chef Supriya also givend flvery good food thank every one ..lemon tree premium
Thanks to Chefs and Service team Especially Firrrozz Sayed❤️❤️❤️,5,2024-02,06-02-2024,We are family visited lemon tree premier hitech City for dinner buffet had a wonderful time here in citrus cafe restaurant And Our Server Management Trainnee Firozz sayyed and Simran and santhu all are very helpful throughout our dinner and thanks to chef Hashmi
Everything is awesome.,5,2024-01,06-02-2024,"Ambience is good.  Facilities and even the food is awesome. Firoz salad, Simran, Santu and lulu service is nice and buffet spread is clean and attractive. Transportation near this area is easily available. This is best option in hitecity who are new to hyderabad."
Restaurants ,5,2024-02,06-02-2024,"Republic of noodles restaurant is really nice. Aravind is a great waiter. Excellent food and service. The ambiance was amazing. Thank you.
Also the other restaurant Kebab theatre was good and we also had a really nice waiter, Habbib. I will be back"
The location was perfect - close to the city.,5,2024-02,05-02-2024,I appreciate the outstanding customer service that Hemanth had given and he was really kind and willing to attend any request. The breakfast was delicious and had a great variety of options. The hotel was beautiful and the decor was modern and stylish.
Excellent,5,2024-02,05-02-2024,"The food was absolutely delicious and the service was top-notch. Our server,Sai Kiran, Sajjad, Dilip was incredibly friendly and attentive throughout our meal. I particularly enjoyed the Vegitarian dishes, which was cooked to perfection and had a delicious flavor. The Room service and accommodation was really good. Nice place to stay 😃."
Food and services,5,2024-01,04-02-2024,"The food , the onboarding, the hospitality were so good.
Sai kiran Hemanth Sarita Rupesh Dilip Sajjad Firoj were so helpful and have  good interactions with me.
The ambiance, room service were too good as per me.
The live station handled by chef mahesh preetam kundan were quite impressive"
Food and service,5,2024-01,04-02-2024,"After two weeks of stay in this really nice accommodation, I wanted to give some feedback and I was thinking what was something very unique make my experience memorable and it was ""The Lemon Tree Premier staff, these people are very professional with positive vibes and I never had to repeat myself for anything I asked : I'm talking any small ask, they will make it their first priority to fulfill it.

With this note, I really wanna thank
Sai Kiran, hemant , feroz, rupesh, Sarita, Simran, Dashrath, Sajjad and deelip.

Thank You Lemon Tree Premier 😊"
Amazing,5,2024-02,04-02-2024,"Great service. We enjoyed the food at the Noodles Republic. Exactly the way we wanted.
Chandra Shekhar and Arvind were very courteous and humble.
Rooms were really clean cosy and comfortable.
The staff is friendly and very helpful.
Every thing is great.
Would recommend to everyone"
Thank you so much waquar you are such a nice guy 😊,5,2024-02,04-02-2024,"The best service provided by all the supporting staffs of Banquet hall.
A special call out to Waquar for all his passionate service to us. During these 2 days it’s not only he supported us, but could observe his dedication to work in minute areas including restaurants. He seems to be asset to your Organisation."
Excellent and Best Experience,5,2024-02,04-02-2024,"Overall a very good experience with the services provided. Staff are compassionate and proactive. Special mention about Mr.Waquar for the support extended through and being available anytime during the event.
Also thank Alok, Sandeep, Aniji, Nagar, Sagar, indrajit for their support."
Great service and lots more value for money,5,2024-02,04-02-2024,"My visit to Lemon Tree Premier in Hyderabad was truly exceptional. The restaurant boasts a great ambiance, creating a delightful atmosphere for diners. The food exceeded expectations, with a menu offering excellent choices and flavors. What stood out even more was the impeccable customer service provided by Chandra Sekhar, MD. Khaja, and Habeeb. Their attentiveness and dedication enhanced the overall dining experience, making it a memorable occasion. Highly recommended."
Excellent stay,5,2024-01,03-02-2024,"Helpful and attentive staff 
Good fresh food
Fast room service
Firozsayyed saikiran sajar Sagar took care of any asks properly
Housekeeping did a good job and followed up on laundry
Hotel assisted with medical needs as well
Well located, easy cab available"
Stay at lemon tree,5,2024-02,03-02-2024,"Amazing food and the staff is very well groomed 
The restaurant Republic of noodles has the best of the food and chandrashekar and team did an amazing job and  the chef kaigender personalized the food as per our request and it tasted amazing will recommend this place to everyone who visits hyderabad"
Food and service,5,2024-01,01-02-2024,"@Sai Kiran,hemant, Firoz, sazzad,Sarita, arvind,santu , Sagar ,Simran kour and lullu
These guys are given fabulous service and chief @mahesh is also made a brilliant South Indian items  .
Great buffet system food and creative ambience in all over hotel"
Very nice Service. Good food,5,2024-01,01-02-2024,"Very nice hospitality. Good service. Specially Sai Kiran, Hemant, feroz, Sahazad, Dilip, Sarita, Arvind, Santu, Lulu.Very nice Service. Good food. Good ambience. Chef Mahesh very nice service. Felt very nice to stay here. Will recommend all my friends n family."
Amazing experience,5,2024-02,01-02-2024,"Amazing staff... Friendlier staff. Hemant, Sai kiran, Sarita, Rupesh, Dilip have assisted with dining exemplary. You just need to ask, its available in next 1 min.

Room service is good. Middle of the night they are available and on service.

Highly recommend this if visiting Hyderabad."
Fabulous!....,5,2024-01,01-02-2024,"I am staying here from Jan 20.. stay is very good..Rooms are looking marvelous...I had a wonderful experience here..During this stay I made Sai Kiran, feroz, Rupesh, dillip, sajad as my friends Yes...they are very friendly during my stay and they took care well..."
Excellent,5,2024-02,01-02-2024,"Everything is arranged on time for conference room. Ambience and Service is to good. Indrajit , Alok and Sagar and wakar anji have given Excellent service. Food and other services are too good. Recommending Lemon tree to others. Good luck."
Really rude,1,2024-01,29-01-2024,"After spending two days with lemon tree.
I am sharing my exp with all of you.
Its one of the corporate brand in hospitality. Fir my own company i had booked this brand many times.

But first time i had experienced this horrible or un professional  behaviour from the middle management of lemon tree hitech hyd.

The housekeeping and room staff is really courteous ,where as front office exc and front office duty manager on the date of 29 th jan .1:30 pm.
Had given me really pathetic behaviour .while asking for the extention on stay.
The had behaved as i am asking complimentry room .from them.
There behaviour was really nuisance,
Duty manager was really rude 
By giving instruction ryt in front of me 
""Tell her this is branded property .we are not having any discount over 
She wants to stay she can.
She can check out.""
They made me feel as if i am standing in some road side lodge.
Unfortunately i have to continue the stay due to the sickness of my son.
With the higher amount.

Whereas the time of booking 
It wa clear .if we will extend .we will update u
First nyt i had paid 6700/ for the same room they charged me 12900/

Finances doesn't make pinch me that hard.
The kind of behaviour Bengali girl on the front office and duty manager had made me feel.
 
I am hotelier never behaved in this manner hospitality industry  .

It was really hopeless ."
Food at Citrus Lemon Tree Hitech City Hyderabad,5,2024-01,29-01-2024,"I had lunch indian buffet at Citrus restaurant and to my surprise all the menu items were Top Notch and kindled my taste buds. I wouldn't wait to treat myself again @ Lemon Tree restaurant. Service of Mr Sai Kiran, Ms Simran, Ms Sarita, Mr Alok, Mr Hemant , Mr Firoz, Mr Sajaad, Mr Rupesh, Mr Dilip doing a warm welcome to guests and maintaining cleanliness and hygiene of this good old restaurant."
Punnnneeri paltan team kabadi players,5,2024-01,24-01-2024,"Nice staff and service was top notch service by housekeeping staff and service staff at citrus cafe was very good thanks to especially firozzzzz sayeddd and saikiean ropppesh sajjjad and Yeshwanthpur and sagar bhai from live counter and chef mahesh,Pritam ghhosg"
House Keeping,5,2024-01,24-01-2024,"Stayed for 2 weeks. 
1. Tripti is one kind housekeeping, professional, excellent & customer centric.
2. Room- Ambient is excellent, well maintain & perfect for Non- Smoker. Thanks to Tripti
3. Laundry is excellent as well. 
4. 24 hours hot water"
Good and recommend for corporate events,4,2024-01,24-01-2024,"Banquet hall is good will all the facilities and we had a corporate event conducted. Food is good but could have been much better. Banquet executive( indhrajit), Alok  was very supportive and friendly. Food was arranged on time and overall its a good experience. All the formalities was done on time."
Nice & excellent stay at hotel.,4,2024-01,23-01-2024,Lemon Tree Premiur is excellent ambious.  Also excellent food services by staff. I will prefer to stay in this hotel when ever I visit here.  Staff people from cleaning & serving food are nice and cooperative.
Absolutely Fantastic!!,5,2024-01,21-01-2024,"We love Republic of Noodles!!!  Quality food and a great price.  We also love the staff,  Arvind, Santhosh and Chandraskecar!!  We stayed at this hotel in November while relocating from the US and  looking for a place to live in Hyderabad.  We were here everyday that month and now return for the food and the wait staff.  I would give 10 stars if I  could.  Thanks for making our first month in India great and always making us feel at home when we come back each time."
Wonderful and memorable stay at Lemontree hitec city,5,2024-01,20-01-2024,"Its been one of the most memorable stays of my lifetime. One of the most wonderful experience that i had as a part of my business trip. The rooms, decor, ambience was of top notch. The overall hotel staff was excellent with their cordial behaviour and hospitality. I would like to specially mention Sajjad. Sai kiran, syed firoz for their warm hospitality and great attentiveness for all the requests that we had. From our side its a 5 star rating🙂"
Wonderful staff,5,2024-01,20-01-2024,Services  are very good. Stay was good. I have stayed here with family and they have also enjoyed . One thing I really wanted to appreciate a bout lemontree is they give job opportunities to the people those who can't talk and listen.  Specially mentioned gopi and chotu from housekeeping. They are very friendly and sincere in theirs job. Good job by both during our stay.
Lemon Tree Hyderabad a pleassnt stay,5,2024-01,19-01-2024,"Very nice place to stay
Food was excellent
Room was comforable and spacious
Location is close to HITEC city and convinient for shopping
Thanks to Feroz syed, Sagar ,sajad,
Sai Kiran, Rupesh for their good service"
Buffet breakfast at Lemon Tree Premiere Hi Tech City,5,2024-01,19-01-2024,Sajjad and Syed Firoz helped me to feel at home. I had buffet breakfast here. Food assortment was good.Most of the dishes were quite delicious. Ambience was nice. I enjoyed the whole experience.  I would love to be back again.  Thank you and I would recommend this place to others.
Friendly staff,5,2024-01,18-01-2024,"We had a wonderful stay  at lemon tree . It's very good hotel and everyone is very helpful here. They take nice care about guest.
House keeping staff is very good and helpful. They clean rooms good . They wish guest with positive smile. 

Special thanks to Gopi and Mohit for keeping the room cleaned and caring . Thank you."
Good stay,5,2024-01,18-01-2024,"Stay is good. Food is also good. Services are very professional. Staff has good hospitality. Check is was good. Rooms are maintained well. Cleaning was upto the mark.
House keeping staff is really doing good job, specially mentinoed gopi and srinivas from house keeping for theirs good work and keeping our room always cleaned. Thank  to both."
Good hotel,5,2024-01,18-01-2024,"Hotel services are very good. Hospitality is very good. The way they receive the guest is wonderful. Breakfast is very tasty. Staff behaviour is good.
Rooms are always cleaned. Housekeeping staff is very helpful and they keep the room always cleaned.

Specially mentioned Gopi from house keeping for his suggestions and taking care about our stay. He is very good to help always with smile. Keep it up Gopi."
Comfortable stay,5,2024-01,18-01-2024,"We have stayed with friends here at lemontree. Accommodation was good. Food was good. Rooms are well maintained. Cleaning was upto mark.. house keeping staff is very friendly and supportive. They do theirs work with good heart. 

Special mention to venu from house keeping for keeping my room always cleaned

Special thank to gopi from house keeping for making sure our stay is comfortable. 
T Q both"
Food and service,5,2024-01,17-01-2024,"Food is excellent and service is awesome, mainly saikiran, sajjad, dashrath, hemanth, saritha hospitality is amazing. Ambience is good. PLace is ina very good reach. Nice atmosphere. All items are good. Would love to visit again with team."
"F,b team wonderful",5,2024-01,17-01-2024,Hotel is good  all fnb teams  and manager is alok and indrajit Executive  and anji  sayed  firoz Management Trainee giving  good  service and nice ambience and ni e good food and service  and I citrus cafe and sairam in front office nice service by him and thanks to roppesh
Great service and good at Asian restaurant lemon tree premier,5,2024-01,16-01-2024,I am a traveler from US and staying at lemon tree premier hotel for a night of Jan 17. I walked into the Asian restaurant located in the hotel and really have to say that I had some delicious Thai food. The food was cooked as per my taste and the service was just incredibly good. The servers especially Chandrasekhar and Md Khaja were delightfully at their best. Great job guys!
Republic of Noodles ,5,2024-01,16-01-2024,"Visited Republic of Noodles, Great options for starters and main course representing various Asian cuisines. Courteous staff - Chandrashekhar, Divyajyoti and Habib who catered to our requests. Great Ambiance as well! Overall great choice for fine dining Asian cuisines in Hyderabad!"
Republic of noodles,4,2024-01,16-01-2024,"My go to place for pan asian cuisine. Amazing food.....they serve the best Mhad noodles, dimsums and srilankan curry :) thank you Chandra Shekar, Haseeb and Djvya Jyoti for such an amazing service..the ambience is great too....thank you.."
Good service,5,2024-01,15-01-2024,"The food was good.  the service provided by chandra Shekhar, MD khwaja and manager Divya was awesome. The ambience of the restaurant is good too.

The rooms are comfortable and the checkin process was pretty smooth with friendly staff. I would recommend"
Recommend for family,5,2024-01,14-01-2024,"Excellent stay in lemontree Hytech city.. value for money.. nice ambience. Excellent food. Helpful staff. Overall recommend for family stay. Thanks Firoz sayed, sagar and Myuri, sai Kiran, sajjad roopesh for nice food."
A Wonderful experience with delicious food and hospitable staff,5,2024-01,14-01-2024,"Atmosphere is chill and cool and adorned according to the Asian cuisine but the staff is also really friendly. We were served by Chandrashekhar and Arvindh. 
The food is delicious and appetizing
Especially the banana leaf fish is a must try"
Worst receptionist Priyanka,1,2024-01,14-01-2024,"Worst receptionist in entire Hyderabad - Priyanka. She has no manners, she doesn't know what's the job of a receptionist is and what the hell a customer is. She shouts at customer for no reason, has no sense of privacy. When I am asking her to speak low, not at all lowering down, i felt like why am I paying 26k for 3 days and still fight with a moron like her. Terrible experience.

To the management of Lemon Tree; you've great building, great infrastructure, fantastic location, but trust me it's all waste when you have people like Priyanka in reception, she made the entire hotel stay of 3 days seem terrible."
Well trained staff,5,2024-01,14-01-2024,"Lemontree is a Wonderful hotel to stay. We have stayed here and enjoyed. Services are very good. Well trained staff and felt very happy as lemontree is giving opportunities to differently abled people.

They are also well trained with good hospitality skills

Specially mentioned Gopi from housekeeping for coming and asking always about our stay everyday and helping us during the stay. 

Keep it up Gopi 🤝🤝"
Pleasant stay,5,2024-01,14-01-2024,I was really impressed with lemon tree services.  The way they work is really wonderfull with hospitality.  House keeping services are good and helpful. Check in process was very nice. Receiving was good. Gopi is one who is helps his guests with theirs needs. We had an issue with something and informed him. It was solved with in minutes. I appreciate his services.  Keep it up team. T q all.
Good hospitality,5,2024-01,14-01-2024,"Stay was good. We have come with friends to have some good time. We enjoyed our stay a lot. We were very excited for our stay and we met our expectations with lemontree services. Special thanks to Gopi from house keeping who really helped us with many suggestions. 
Rooms are well maintained and cleaned well.

Keep up the good work

We definitely recommend this hotel for our frds too"
Wonderful stay with frnds,5,2024-01,14-01-2024,"We stayed at lemontree premier Hyderabad. Services are very nice with hospitality. Everyone is very friendly. Rooms are well maintained, cleaned and linen was good. Specially mentioned Gopi from house keeping who is very friendly and helpful. We really appreciate his cool working nature. Keep it up Gopi"
Good service,5,2024-01,13-01-2024,"Sagar and wakar were great at the service especially at the breakfast.  Excellent service. Sony , anji and feroz were equally good at their services. Great experience and i would recommend visiting this hitc branch if you are looking for a great stay"
It was very good,5,2024-01,13-01-2024,"The service was very good. The  staff firoz saiyad ,sagar santosh,sai kiran were very polite and helpfull.the food served by cheff mahesh was very good and tasty.Rooms were very clean.location and ambience was good"
Amazing food and hospitality by Head chef - Krishna,5,2024-01,12-01-2024,Thanks a lot for making my stay wonderful and relaxing one. Really enjoyed the food specially the curry and the phulkas. Feel like homely and the truly amazing people care by you and your team. Looking forward for many more trips ahead.
Great Experience,5,2024-01,12-01-2024,"All the people at the hotel and restaurant area are nice and accomodating

It was great feel in sometime at a hotel.

Citrus Cafe staff and food was great. First time in over 2 years my wife said she liked a Sambhar

Thanks guys, Sajjad and Santhosh"
F&B,5,2024-01,12-01-2024,"Food was good and the service and hospitality was very good specially Sai Kiran, Sagar, sajjad, Saritha,  Aravind, feroz, rupesh, hemanth, alok, and chef Mahesh prepared delicious omelette, 

The special appreciation for the people Santosh and lullu."
Best restaurant was citrus,5,2024-01,11-01-2024,"Iam single person visited lemon treee hotel for long stay and had amazing experience here in citrus cafe staff are very attentive and very accommodating,responsive especially Firoz sayed,Dileep,Saikirran and management Dashrath tooooo"
Jewel of Hyderabad,5,2024-01,11-01-2024,"We had 100 rooms booking with the hotel for our group for conferences from 06th to 10 th Jan’2024. Hotel is co operative in all aspect like smooth check in and check out of our Guest Front office has done remarkable job headed by Mr Feroz and his team like Mr Sourav, Faiz, Vamshi,Sairam, Rohini, Riya 

Citrus their restaurant are very quick in their services Mr Hemant and his team like Sajjad, and others taken very good initiative providing services
Not a single complaint comes from our Guest"
Great One,5,2024-01,10-01-2024,"The event was for two days and was a corporate training event. It went well. I got full support from the banquet staff though. Sagar, Alok and Anji were on their toes for the event and managed most of the show. Made experience seamless and honestly my work easy. Else I have experienced running here and there to manage the show."
Lemon tree aicog 2024,5,2024-01,10-01-2024,refreshing and positive ambience... cooperative staffs and in time service....clean rooms and great hospitality....Simran ...took special care of my kid...she was so sincere and caring that my 3year old baby was so comfortable with her...thank u team lemon tree .had wonderful stay.....hope to visit u soon again 😊
Feed back about Food and services,5,2024-01,10-01-2024,",The food was absolutely delicious and the service was top-notch. Our server,Sai Kiran, Feroz, Rupeesh , was incredibly friendly and attentive throughout our meal. I particularly enjoyed the grilled fish and dragon chicken dish, which was cooked to perfection and had a delicious flavor."
Food and service,5,2024-01,10-01-2024,"They provide a Excellent service 👏 If we need any help we get it on done with in minutes...facilities,food everything is good...Room service is my personal favorite...coming to food I enjoyed the food throughly and kudos to the chef for 🐟 🐠 My favorite 😀....Special thanks to...Sai Kiran,Ferroz,Dashrath, Hemanth and rupesh  for always carrying a positive attitude with them..."
Besty,5,2024-01,09-01-2024,"Best experience, good behaviour all stuf, food quality best,Mr Rupesh and Miss Simran, Sai very good preson and good service, stay was very nice, hotel room is very good,I visit another time,best wishes all stuff, hotel interior is very good and well."
My over all experience is excellent. Specially to mention your immense contribution to society by employing these gyus.,5,2024-01,08-01-2024,Excellent hospitality.room service and food quality is excellent. Front office is quite apty dealing the check in.Above all i am amazed by your house keeping team.venkat ram is to be mentioned specially and also Mr.Gopi who is doing a fantastic service.keep it up.
comfortable stay,5,2024-01,08-01-2024,"I had a comfortable stay with lemontree premier as everyone is helpful there and take care of theirs guests. services are wonderful with hospitality.. rooms are maintained well. cleaning was upto the mark. special thanks to gopi from housekeeping who always takes care of his guests, and come with genuine smile.
venu also is such a good and cakm peroson to clean the room. everything i needed from house keeping was provided.

thanks to both of you"
The breakfast buffet has vast options.,5,2024-01,07-01-2024,"The breakfast was splendid, the staff was very helpful, the ambience is very fine. Overall a recommended place, I would suggest you to visit here once at least.
The place is very convenient to reach.
Firoz sayad was of such a great help."
Great food & Service.,5,2023-12,07-01-2024,"Food was great and tasty, Pan Asian food is too awesome, room & food service is great. Well maintained swimming pool & spa. Finally all the staff are very kind.

Sai Kiran Serviced very well & helpful during the stay."
Stay with friends ,5,2024-01,06-01-2024,"Stay is good, food also very good. Have many options for breakfast lunch and dinner. Firoz syed is very humble and was helping me what I was looking for. Thank you chef Saswatha Das and sai Kiran for an amazing food. "
Excellent service by Sagar and his team at banquets...,5,2024-01,06-01-2024,"I wish to thank Sagar, Waqar, Anji, Alok (Manager) and Indrajit and the entire team...heartfully for organising an excellent event for us.....I can't thank them enough....you guys made my daughter's event a grand success...hats off to your professionalism and your service....Lemon Tree..your staff is fantastic and their hard work ensured that our event was well coordinated and all of our guests went gaga over the arrangements....thank you once again"
Great experience hotel ,5,2023-12,05-01-2024,"I had a fantastic stay at the hotel, where the hospitality of the staff truly stood out. Sajjad, Sai, Rupesh,Syed Feroz, Dileep, and Saritha went above and beyond to ensure my comfort, making every meal a delight. Their professionalism and friendliness made my experience memorable. I highly commend the hotel for its excellent service and the exceptional team members who made my stay exceptional."
Lemon Tree Stay,5,2024-01,05-01-2024,"Very good hospitality with clean rooms and delicious breakfast. Firoz Syed, Wakar, Chef Mahesh and Chef Pritam did amazing in Citrus cafe. Lobby and the hotel layout was well designed and it is easy to get to the rooms. "
"Nice service and hospitality, good serving and all",5,2024-01,05-01-2024,Excellent hospitality by sai kiran nice food ..tasty starters ...very nice ambience and a to-visit hotel..served hot and good... tomato shorba and spring rolls is a must... butter chicken is also very nice
Food and service ,4,2024-01,04-01-2024,"I enjoyed the food. I found the food quality good. Service provided by Sai kiran, Hemanth, Firoz, Sarita and Alok was very satisfying, they were quick and behaved good. I found the ambience and music good. "
Food and Service,5,2024-01,04-01-2024,"We went for business meet at Lemon tree hotel.

Sai Kiran, Feroz, Hemant & Saritha response and service is very good.

Food is very good. Vegetarian and Non Vegetarian starters, main course and ice creams are very tasty.

I would like to prefer for next time also in this hotel."
Food and Service.,5,2024-01,04-01-2024,"FOOD IS GOOD WITH RICH TASTE AND Flavours. Desserts are the best part .
Sai kiran , Hemanth  Chef Shaswatha and Sarita were obedient and good at their duties in serving and attending the buffet.The overall Ambiance was high appreciated. "
Food & Service ,5,2024-01,04-01-2024,"Food was awesome and friendly staff.

Good service from Sai Kiran, Alok & Hemanth.

Very satisfied and had a good experience. 

Ambience was also very good. 

I had tried spring rolls and it tasted very nice"
Business stay in lemon tree premier,5,2024-01,03-01-2024,"The stay and the cleanliness of the rooms are top notch. The hotel is located right next to the Raidurg Metro Station.
Excellent and flawless food service by Firoz Sayed and Aravind with fantastic food."
Food and Service ,5,2024-01,03-01-2024,"Excellent food and other services 
@Saikiran Rupesh Hemant dashrath Dilip Sarita 
The ambiance is very good
Gajar is halwa is best 
Room service is also good & so comfortable to stay with our family too
"
"Must book ,food and service ",5,2024-01,03-01-2024,"Great food with best services , happy with the staff and hotel management.
Sai Kiran , rupesh ,hemant ,dashrath and dilip are doing great with their work, very friendly and cooperative.Must visit and stay."
Great place for families and elderly travellers,5,2023-12,03-01-2024,"Good hotel for stay with families and elderly guests. The staff are very attentive and prompt in taking care of client requirements. 

Special mention to Mr. Gopi, housekeeping manager, who very promptly and competently helped us with some furniture requirements for our elderly family member. Kudos!

The food here is good - great flavours and not too much oil/spice/ masalas. Great service by Mr. Hemanth, Ms. Simran and other staff and managers at the breakfast buffet. 

Very prompt and sincere housekeeping staff. Many of them are mute. Heartwarming to see them well employed and working in a systematic and supportive environment. Special mention to Mr. Virendra who takes care of room housekeeping everyday with a smile. 

Overall, great place to stay and very helpful staff. Highly recommend. 

"
A Candid Reflection on My Hotel Experience.,5,2024-01,02-01-2024,"Stay was soo pleasant and awesome!! On the positive side, the staff demonstrated exceptional hospitality, always ready to assist with a warm and welcoming attitude. The room was well-maintained by Mohit done everything in seconds, providing a comfortable and clean environment. The house keeping staf and their manager Gopi were a quickies resolved and helped within no time!"
Republic of noodles,5,2024-01,02-01-2024,The food was excellent and the service provided by Chandra sekhar and aravind was on par with the amazing food that they served. The dishes were chargrilled chicken and mahad noodles and the water chestnut desert especially tasty.
The REAL EXPERIENCE of CUSTOMER SERVICE!!!!,5,2023-12,01-01-2024,"A nice hotel to stay for business, however I travelled with family and an year old baby… on check in I had mixed feeling about the hotel services however the housekeeping staff was extremely helpful. Gopi ( assistant manager housekeeping)  ensured that my baby keeps safe in the room. He got all the furniture out and did a floor set up for my baby. He ensured that my baby eats first and also informed me that the baby food is complementary in the hotel. I truly believe that the ultimate luxury is in staying at the comfort of your home and not in any star property, however it’s the services of the staff that gives you the feeling of luxury… all that we need is a listener and Gopi from housekeeping was a true listener, calmed me down and did every possible thing to make us comfortable specially my year old baby.  Sadly It’s rare to get extraordinary services in service industry specially in India..only a handful of  people from service industry do understand the real meaning of SERVICE, and m glad I met one of them. Thanks GOPI!!

Loved the services provided by restaurants for in room dining, I used to call them 24*7 for baby food or milk or for that matter washing the bottles for my baby.. chefs are very accommodating and cooked customised lunches and dinners for us and for my baby… extremely polite in house dining staff.. Lipi , Gaurav are a few names that I remember but there are many more in in-house dining.

Overall these are the guys who made me feel comfortable and hence I recommend the hotel to others who are travelling with infants.

Thanks Gopi( housekeeping)Lipi and Gaurav (in house dining)"
Overall experience ,4,2023-12,01-01-2024,"The services here are really good,staff members are kind plus the food is really nice and they have variety too,rooms are clean….i enjoyed staying here!staff members:firoz scayed,chef Pritam Naga,saja"
Office Accommodation,5,2024-01,31-12-2023,"Food is Awesome, services are great & rooms are good. Great pleace to visit.

Along with Firoz Sayed other staff as well  served food at Citrus Cafe Restaurant was great & well receiving.

Buffet spread is great."
Happy new year 2024,5,2023-12,31-12-2023,"Habib, khaja and qutubuddin did an amazing job of hosting us at Kebab theatre. I thank all of them wholeheartedly!☺️
I wish the team the best in the coming year and I am glad for the experience provided. The food and ambiance was amazing!"
Citrus Cafe Food is outstanding ,5,2023-12,30-12-2023,"Citrus Cafe food was excellent..Heard a lot about the food and visited as a family. Great service overall. Nice suport from Hemant , Sarita and Sai Kiran . Must visit restaurant and hotel. Very Nice!!"
Had a great time at lemon tree!,5,2023-12,30-12-2023,The food and room service is good. The services provided in the Citrus Cafe is amazing. Specially Mr. Hemanth assisted us with a warm gesture. Food seemed fresh and the room service is prompt. The deluxe premier rooms are big enough it comes with the city view. Great stay!
Nice food,5,2023-12,30-12-2023,Food was excellent . Service was extent from Mr saikiran dilip Firoz Dashrath and Hemant Sajjad ambiance is very good we like panipuri and dal Malàni and pumpkin sup also like Mudgal halwa . Overall nice food 
Food and Service,5,2023-12,29-12-2023,Lemon tree is best choice to live in hitech City and nearby area and best service and hospitality.Specially I would like to mention Sai Kiran who really served us ver well.Food quality is also good here.
Food and service ,5,2023-12,29-12-2023,"Food was tasty and good, service was very nice.
 Saikiran, simran, hemanth, feroz, dileep saritha santhosh.
 Ambience was good 
Room service and house keeping was friendly and good. 
Stayed here for 2 weeks, good experience "
Business visit,4,2023-12,29-12-2023,"The buffet offered a diverse range of food options, satisfying various tastes. Feroz and Dilip provided excellent customer service, enhancing the overall dining experience. View from the room is also pretty good, can see the cityscape."
Food service ,5,2023-12,29-12-2023,"Food was excellent
Service was also excellent
By Sai kiran
Sazad Sarita mam
AND ALL OTHERS STAFF MEMBERS R GOOD I BEHAVEIER THE AMBIENCE IS GOOD PATATOS VEG N ROTIS R GOOD we will visit again thanks a lot lemon tree "
Great Experience ,5,2023-12,28-12-2023,"Had a good lunch. Nice experience and the important thing is the way food was served by Sai Kiran is too good.
Overall the ambience and food taste was too good. Especially with Fish starter it was mouth watering."
Excellent place to stay with family and friends,5,2023-11,28-12-2023,We come for a family vacation and we thoroughly enjoyed the stay. Excellent place to stay. Excellent front desk (Rohini) and in-room employee services. I really appreciate the initiative taken by the hotel management in recruiting the employees.
Good hotel to stay with family and courteous staff,5,2023-12,27-12-2023,Nice trip with overall a good experience. Rooms very nice and clean. Ambience in hotel and breakfast in restaurant was good. Specially the front desk staff Mr. Abhilash was very helpful and courteous to respond on time. He helped us with smooth checkin and room preference as we stayed with family and requested for non smoking room with king size bed.  Regards.
Jusy about okay,3,2023-11,26-12-2023,"The hotel is great for just bed and breakfast. Room facilities need to be better. The washroom definitely needs improvement. The laundry facility was poor. I could not get any assistance on laundry. The earliest Landry available if after 0900 AM, by which time all business travellers would have left for work. This even if clothes are to be given by 1800 the previous day. The lunch was quite okay. Breakfast spread needs improvement"
Must visit hotel at Hyderabad ,5,2023-12,26-12-2023,"Nice experience.. well maintained rooms, neat, clean. Mr. Hemant the manager helped us timely. All the staff members are well behaved and helpful. The varieties of menu in the breakfast is commendable. "
Food & Services,5,2023-12,26-12-2023,"For breakfast, lunch and dinner, you get infinite options and every single one of the item is superly duperly tasty. Sai Kiran's service has been exceptional and he makes sure that food is always served fresh and hot. "
Food and Service ,5,2023-12,26-12-2023,"Food, ambience and staff is excellent. Special compliments to Sai Kiran, Hemanth,Feroz,Dileep,Rupesh, Dasrath and Sajad.

All amenities are on point. If you’re looking for short Business stay this your go to place.
 

Thanks for your prompt service."
Excellent hospitality ,5,2023-12,25-12-2023,Experience was great. Service was excellent. Special mention : Hemanth service was too good. Hospitality by him was excellent. Ambience was great and the location was very convenient in the heart of the IT hub. 
Family vacation ,5,2023-12,25-12-2023,"Food and stay is too good.
Also helper like feroz sayyed's helps and guidance is best
Sai kuran and sajjad s h i santosh and simranwas also helpful.
Rooms, housekeeping service is also well and good with super clean."
Shoutout to the staff for the nice hospitality ,5,2023-12,25-12-2023,"This was my first stay at Lemon Tree, and I must admit that the ambience, staff and Food, everything was so good! Shout out to the house keeping staff and specially Tripti, who was really sweet and helpful…"
Pleasant stay with family.,5,2023-12,25-12-2023,"We stayed at Lemon Tree Hitech City and had a very pleasant stay. The staff is wonderful and we really appreciate all the staff - Sai Kiran, Hemanth, Feroz, Dilip, Rupesh and Sajjad. The food awesome."
Food and beverages ,5,2023-12,25-12-2023,"Service render by below staffs are really nice 
Saikiran, hemant , dillip , firoz , sazad and Rupesh 
I thank to entire team for their wonderful service.
I urge they should continue the same.
I like the food they serve, it's of good quality."
